Date,Store ID,Product ID,Category,Region,Inventory Level,Units Sold,Units Ordered,Demand Forecast,Price,Discount,Weather Condition,Holiday/Promotion,Competitor Pricing,Seasonality
2022-10-23,S002,P0005,Groceries,South,328.0,162,42,167.63,55.84,0,Cloudy,1,56.86,Winter
2022-07-26,S004,P0009,Groceries,South,181.0,27,146,29.01,19.06,0,Cloudy,1,23.16,Summer
2023-04-11,S003,P0010,Groceries,West,420.0,253,38,267.93,48.53,10,Snowy,1,48.78,Summer
2023-11-09,S002,P0003,Toys,South,319.0,284,102,292.18,56.92,15,Sunny,1,52.97,Winter
2023-07-28,S004,P0015,Toys,South,467.0,391,163,392.76,20.31,15,Snowy,0,15.56,Summer
2022-02-03,S003,P0015,Toys,West,70.0,5,111,10.07,55.37,0,Snowy,0,50.47,Summer
2022-03-04,S003,P0018,Electronics,South,389.0,221,142,232.8,66.58,15,Sunny,0,70.19,Winter
2022-10-07,S001,P0011,Electronics,South,237.0,13,57,27.68,98.26,0,Rainy,1,94.46,Autumn
2022-02-16,S001,P0014,Groceries,South,454.0,383,105,386.61,52.53,5,Snowy,0,56.96,Summer
2023-02-07,S005,P0015,Toys,East,,162,197,168.79,65.73,20,Snowy,0,63.01,Winter
2023-10-28,S003,P0017,Groceries,West,190.0,145,143,141.35,26.29,15,Snowy,0,22.37,Autumn
2023-02-23,S001,P0007,Clothing,South,223.0,138,191,150.08,57.77,0,Snowy,0,58.02,Autumn
2023-11-03,S002,P0006,Groceries,East,419.0,63,151,60.26,59.13,10,Cloudy,0,57.25,Winter
2022-11-10,S003,P0006,Clothing,West,430.0,267,169,274.42,56.33,15,Rainy,0,56.81,Spring
2023-12-18,S001,P0007,Electronics,West,463.0,66,66,66.61,25.27,5,Sunny,1,24.34,Autumn
2023-06-29,S005,P0005,Toys,West,71.0,46,111,65.47,"41,14",15,Cloudy,0,43.68,Summer
2023-02-15,S003,P0014,Clothing,North,405.0,366,45,363.73,23.94,20,Sunny,0,27.63,Winter
2022-05-01,S001,P0001,Electronics,East,125.0,0,117,-8.04,36.91,10,Cloudy,0,37.85,Spring
2023-08-28,S002,P0008,Electronics,East,379.0,358,153,376.09,46.39,20,Cloudy,1,43.81,Spring
2023-05-04,S001,P0015,Groceries,North,337.0,268,153,275.23,62.31,10,Snowy,1,65.28,Autumn
2022-12-02,S005,P0015,Clothing,West,145.0,20,58,26.82,98.66,15,Sunny,0,96.44,Spring
2023-05-13,S005,P0004,Furniture,North,477.0,6,159,1.05,29.25,20,Snowy,1,24.5,Autumn
2022-02-24,S005,P0012,Clothing,South,282.0,136,92,155.3,84.55,0,Cloudy,1,79.84,Summer
2022-05-27,S002,P0015,Groceries,North,233.0,100,37,93.9,28.16,5,Sunny,1,32.22,Spring
2022-11-22,S003,P0001,Electronics,East,114.0,65,124,84.91,80.79,15,Cloudy,0,80.58,Summer
2022-11-22,S003,P0007,Toys,North,159.0,105,66,110.47,18.16,10,Sunny,0,21.88,Autumn
2023-02-05,S005,P0006,Electronics,South,398.0,205,37,211.76,91.55,0,Sunny,0,88.77,Winter
2023-04-23,S004,P0011,Toys,West,305.0,248,33,264.25,79.38,10,Snowy,0,83.15,Winter
2023-07-17,S003,P0014,Clothing,South,208.0,43,164,35.91,16.28,15,Rainy,0,18.67,Winter
2022-07-16,S001,P0019,Clothing,East,237.0,104,22,97.79,84.54,10,Sunny,1,86.24,Summer
2022-12-15,S005,P0002,DESCONOCIDO,South,92.0,28,184,35.76,42.34,0,Rainy,0,42.98,Autumn
2023-06-07,S004,P0003,Clothing,East,272.0,44,107,59.32,92.98,15,Cloudy,1,93.29,Winter
2022-04-17,S003,P0019,Groceries,North,,177,171,172.82,52.99,0,Snowy,1,55.01,Summer
2023-11-06,S004,P0018,Clothing,West,475.0,380,82,383.55,97.78,20,,1,96.17,Winter
2022-07-10,S005,P0001,Toys,West,310.0,151,111,165.7,65.95,20,Sunny,1,68.07,Autumn
2022-12-21,S004,P0004,Furniture,North,342.0,258,23,267.5,"18,28",0,Sunny,0,20.91,Summer
2023-03-01,S004,P0020,Groceries,West,208.0,206,127,205.65,59.16,0,Sunny,0,61.18,Spring
2023-09-14,S001,P0012,Clothing,South,476.0,73,99,67.89,99.25,20,Snowy,0,96.42,Summer
2023-01-13,S004,P0010,Clothing,West,479.0,24,125,38.45,87.93,10,Rainy,0,84.21,Summer
2022-11-06,S005,P0001,Electronics,West,476.0,164,46,163.63,98.28,15,Rainy,0,98.13,Autumn
2022-04-24,S002,P0016,Furniture,South,266.0,60,136,54.29,"83,54",5,Cloudy,0,82.25,Summer
2023-12-07,S001,P0003,Groceries,North,454.0,85,118,97.2,54.35,15,Snowy,0,50.79,Winter
2023-01-07,S001,P0006,,North,333.0,20,59,39.12,57.28,15,Sunny,0,55.17,Spring
2022-03-27,S004,P0005,Electronics,West,499.0,161,95,152.11,94.47,15,Sunny,1,93.85,Spring
2022-01-13,S003,P0014,Electronics,West,472.0,42,48,56.64,82.25,10,Cloudy,1,85.43,Spring
2022-09-25,S005,P0012,Electronics,East,420.0,47,186,45.81,93.83,15,Rainy,1,88.88,Spring
2022-04-13,S003,P0015,Electronics,East,383.0,16,100,20.77,90.28,10,Sunny,1,92.68,Spring
2023-10-31,S001,P0012,Groceries,East,417.0,22,60,36.51,11.75,20,Rainy,0,15.2,Spring
2023-12-01,S005,P0017,Clothing,North,55.0,24,162,19.09,11.0,0,Sunny,0,11.41,Autumn
2022-06-06,S001,P0003,Groceries,South,212.0,155,189,173.79,"4610,0",15,Snowy,0,50.8,Spring
2023-10-26,S003,P0011,Furniture,East,376.0,372,150,384.7,53.9,5,Snowy,0,57.22,Spring
2023-07-19,S004,P0018,Electronics,South,467.0,77,94,73.88,59.67,0,Cloudy,0,64.17,Winter
2022-02-15,S001,P0007,Groceries,West,120.0,101,169,91.93,82.16,0,Snowy,0,80.3,Winter
2023-09-22,S002,P0002,Toys,North,285.0,275,43,269.52,"25,64",5,Snowy,1,21.13,Spring
2023-08-14,S002,P0004,Clothing,East,434.0,4,115,23.64,93.77,5,Snowy,1,94.31,Spring
2023-01-31,S005,P0018,Groceries,South,331.0,286,134,287.32,20.06,5,Snowy,1,18.11,Summer
2023-11-29,S005,P0005,Toys,East,260.0,152,160,168.07,37.66,15,Snowy,1,41.09,Spring
2022-02-28,S002,P0002,Toys,South,288.0,231,167,237.83,96.29,5,Sunny,1,95.7,Spring
2022-12-26,S001,P0006,Electronics,East,184.0,41,32,55.11,78.27,0,Cloudy,0,79.22,Winter
2022-03-09,S001,P0018,Furniture,West,405.0,223,193,221.71,72.75,15,Rainy,0,74.45,Summer
2023-09-27,S004,P0003,Furniture,South,99.0,35,153,40.89,71.15,10,Sunny,1,75.77,Autumn
2023-11-23,S002,P0005,Furniture,West,369.0,149,169,151.82,89.29,10,Snowy,0,85.9,Summer
2022-07-29,S003,P0001,Toys,South,430.0,185,34,182.48,25.73,5,Cloudy,0,28.55,Spring
2023-02-27,S003,P0007,Electronics,South,347.0,33,89,42.61,23.56,10,Sunny,0,22.64,Summer
2023-08-17,S005,P0009,Clothing,North,172.0,64,82,77.98,97.62,0,Sunny,0,94.27,Winter
2022-10-16,S001,P0015,Electronics,South,207.0,106,106,102.58,78.63,20,Snowy,1,74.59,Winter
2022-11-02,S004,P0017,Groceries,South,201.0,21,110,25.09,4374.0,5,Snowy,0,62.0,Summer
2023-03-13,S002,P0001,Groceries,North,450.0,13,97,24.13,83.78,0,Rainy,0,84.56,Autumn
2022-12-30,S004,P0020,,East,183.0,62,135,69.91,67.39,10,Sunny,0,69.23,Summer
2022-02-28,S003,P0004,Toys,North,323.0,295,123,311.6,64.49,5,Sunny,0,65.91,Summer
2022-08-27,S002,P0020,Groceries,East,464.0,223,118,232.12,48.18,15,Sunny,1,48.6,Autumn
2022-04-07,S005,P0020,Toys,North,471.0,412,39,424.94,51.0,15,,0,55.21,Winter
2023-02-11,S004,P0014,Clothing,West,259.0,217,145,224.15,16.22,20,Cloudy,0,18.68,Summer
2023-04-27,S004,P0001,Furniture,East,251.0,186,55,200.99,93.51,0,Cloudy,0,91.69,Summer
2023-11-07,S004,P0018,Clothing,East,332.0,312,109,308.12,75.95,0,Sunny,0,73.24,Winter
2023-02-20,S002,P0010,Electronics,South,203.0,157,22,150.31,58.68,5,Cloudy,1,58.95,Spring
2022-01-06,S004,P0005,Furniture,East,384.0,220,25,237.94,79.42,5,Cloudy,0,77.63,Summer
2023-09-01,S003,P0002,Clothing,East,60.0,4,167,-0.9,49.14,20,Cloudy,0,45.02,Winter
2022-11-23,S005,P0007,Toys,East,306.0,128,174,137.25,60.87,20,Sunny,0,61.23,Summer
2023-05-10,S004,P0019,Toys,North,284.0,172,181,180.05,36.57,15,Rainy,1,33.6,Spring
2022-11-12,S003,P0005,Groceries,East,173.0,35,191,27.5,45.2,15,Snowy,1,45.69,Summer
2022-06-07,S002,P0008,Toys,South,178.0,155,21,173.87,48.41,10,,1,45.24,Spring
2023-06-20,S002,P0006,Groceries,North,58.0,42,193,36.74,47.39,20,Sunny,0,52.1,Summer
2023-05-18,S001,P0019,Electronics,West,289.0,172,67,166.68,10.19,10,Sunny,0,8.17,Winter
2023-01-17,S005,P0010,Furniture,South,418.0,376,63,394.56,60.84,20,Sunny,0,58.6,Winter
2022-03-18,S001,P0007,Toys,South,219.0,124,148,115.12,68.19,5,Cloudy,0,63.4,Autumn
2022-02-27,S001,P0017,Electronics,South,444.0,236,93,242.34,12.59,15,Sunny,1,8.06,Summer
2023-01-11,S002,P0002,Toys,East,247.0,125,117,135.66,81.21,0,Sunny,1,82.26,Autumn
2022-11-08,S003,P0017,Clothing,South,329.0,3,43,7.11,42.2,5,Rainy,1,38.8,Winter
2022-09-13,S004,P0003,Furniture,West,207.0,66,59,73.4,91.71,10,,1,95.07,Autumn
2023-03-21,S002,P0012,Groceries,South,305.0,184,181,180.2,44.41,5,Sunny,1,46.53,Autumn
2023-04-26,S005,P0017,Electronics,East,128.0,112,99,118.68,36.94,5,Rainy,1,35.36,Autumn
2023-12-30,S003,P0004,Groceries,West,271.0,157,186,167.12,83.64,20,Sunny,0,79.27,Winter
2022-09-07,S005,P0007,Toys,North,422.0,133,179,130.84,27.47,0,Cloudy,1,25.72,Autumn
2022-05-06,S002,P0014,Electronics,East,323.0,87,147,106.67,40.01,20,Cloudy,1,41.35,Spring
2023-03-16,S004,P0013,Clothing,West,308.0,266,48,285.97,12.54,15,Sunny,0,12.69,Winter
2022-06-28,S005,P0012,Furniture,West,425.0,192,50,198.87,59.33,20,Sunny,1,58.31,Winter
2023-12-21,S001,P0001,Furniture,North,472.0,174,52,167.13,,15,Sunny,1,16.24,Spring
2023-09-22,S002,P0010,Furniture,South,127.0,90,24,89.55,57.05,0,Sunny,0,55.06,Winter
2022-04-24,S004,P0013,,East,295.0,197,154,210.32,63.0,10,Rainy,0,61.38,Summer
2023-01-03,S004,P0015,Groceries,North,465.0,331,23,348.82,60.14,0,Rainy,0,56.39,Spring
2022-08-30,S005,P0007,Furniture,West,93.0,14,107,29.81,,20,Rainy,1,99.25,Spring
2023-07-24,S003,P0018,Toys,West,176.0,67,62,62.99,92.97,10,Sunny,1,88.31,Summer
2023-02-13,S001,P0017,Toys,South,219.0,186,102,182.7,92.0,20,Snowy,0,90.2,Winter
2023-04-26,S001,P0019,Furniture,South,289.0,258,25,267.03,16.81,5,Sunny,0,17.42,Spring
2023-11-07,S004,P0013,Clothing,South,128.0,104,146,111.57,22.92,10,Snowy,1,27.09,Autumn
2023-09-18,S004,P0016,Groceries,South,63.0,1,87,15.39,77.2,20,Sunny,0,73.68,Summer
2023-04-16,S004,P0018,Groceries,West,483.0,379,48,383.42,22.62,20,Rainy,0,21.68,Summer
2023-07-22,S005,P0002,Furniture,East,485.0,197,94,209.13,76.94,10,Snowy,1,77.53,Summer
2023-04-11,S004,P0002,Toys,North,94.0,39,106,58.09,14.69,10,Rainy,0,11.79,Winter
2022-12-18,S005,P0001,Furniture,South,351.0,184,186,180.45,27.69,15,Cloudy,0,23.93,Spring
2023-09-23,S001,P0006,Groceries,South,224.0,26,116,21.17,15.43,15,Cloudy,1,19.87,Autumn
2023-05-16,S003,P0004,Groceries,East,241.0,128,24,125.6,34.1,20,Sunny,1,37.34,Summer
2022-10-02,S004,P0020,Toys,East,125.0,65,86,58.27,61.18,10,Rainy,0,65.27,Summer
2023-09-20,S005,P0019,Clothing,West  ,278.0,71,176,75.73,85.75,20,Rainy,1,87.61,Summer
2023-01-30,S002,P0017,Clothing,West,205.0,106,72,124.38,74.73,15,Sunny,0,73.38,Autumn
2023-12-20,S002,P0020,Toys,North,386.0,106,170,104.39,98.47,20,Snowy,0,96.82,Autumn
2023-09-12,S001,P0004,Clothing,North,355.0,146,40,155.55,86.67,0,Rainy,1,89.9,Summer
2023-03-24,S003,P0009,DESCONOCIDO,East,359.0,31,157,46.4,19.48,15,Snowy,0,14.76,Spring
2023-06-17,S005,P0006,Clothing,North,437.0,388,110,404.72,80.86,10,Rainy,1,76.81,Summer
2023-04-05,S005,P0017,Groceries,East,435.0,21,154,37.92,29.94,20,Rainy,1,25.93,Spring
2022-12-22,S002,P0007,Clothing,North,213.0,83,85,77.74,81.59,15,Snowy,0,78.37,Winter
2022-04-26,S002,P0008,Toys,East,499.0,91,34,98.75,64.25,15,Sunny,0,69.17,Autumn
2023-12-04,S003,P0007,Furniture,West,478.0,334,43,329.82,56.25,10,Sunny,0,53.41,Summer
2022-01-02,S004,P0017,Electronics,South,477.0,256,150,254.89,96.47,20,Cloudy,0,93.35,Spring
2022-11-15,S002,P0010,Furniture,West,249.0,80,34,75.91,91.49,15,Sunny,1,94.41,Spring
2023-09-06,S004,P0017,Furniture,North,117.0,88,25,87.71,75.16,0,Sunny,1,75.02,Summer
2022-12-09,S003,P0012,Clothing,East,469.0,62,169,52.15,83.58,10,Cloudy,1,84.47,Summer
2023-02-18,S002,P0020,Furniture,North,264.0,241,101,248.98,36.22,5,Cloudy,1,38.03,Winter
2023-01-17,S002,P0009,Clothing,East,490.0,473,24,465.84,55.6,15,Snowy,0,56.63,Spring
2022-08-27,S005,P0004,Electronics,East,419.0,293,55,312.44,75.85,10,Rainy,0,73.52,Winter
2022-11-10,S001,P0003,Furniture,North,392.0,32,123,46.22,28.68,20,Snowy,1,26.1,Spring
2022-08-01,S004,P0012,Groceries,East,308.0,121,84,132.05,77.43,10,Rainy,1,73.32,Summer
2022-10-09,S002,P0018,Furniture,West,105.0,42,66,36.18,23.85,5,Snowy,0,21.79,Autumn
2022-06-14,S004,P0008,Electronics,East,393.0,12,134,23.07,54.84,0,Snowy,1,57.98,Winter
2023-04-18,S002,P0009,Toys,East,425.0,164,58,160.32,98.34,15,Sunny,0,97.09,Spring
2023-12-02,S002,P0001,Toys,East,78.0,37,25,49.37,30.86,5,Cloudy,0,28.71,Spring
2023-04-04,S003,P0003,Electronics,West,470.0,247,117,249.05,15.08,10,Rainy,0,15.82,Winter
2022-10-03,S005,P0006,Furniture,West,449.0,376,84,381.07,58.55,0,Rainy,0,55.87,Summer
2023-10-18,S001,P0003,Electronics,South,66.0,12,168,23.29,51.18,5,Cloudy,1,55.96,Spring
2023-02-06,S004,P0006,Clothing,South,164.0,118,155,122.78,60.03,0,Rainy,1,57.39,Autumn
2022-10-27,S004,P0012,Electronics,West,76.0,61,48,79.92,74.66,10,Sunny,1,75.98,Spring
2022-11-25,S003,P0016,Furniture,South,123.0,57,84,70.8,22.5,10,Rainy,1,17.72,Winter
2023-05-10,S002,P0013,Electronics,West,86.0,16,22,21.9,14.56,20,Sunny,1,16.65,Autumn
2022-10-01,S002,P0001,Clothing,South,490.0,414,27,415.49,64.96,15,Rainy,0,62.34,Winter
2023-10-19,S002,P0004,Furniture,East,392.0,76,169,86.17,44.57,10,Sunny,0,40.75,Spring
2023-09-10,S002,P0018,Furniture,West,375.0,170,182,176.72,97.36,10,Rainy,1,101.22,Spring
2022-08-22,S003,P0012,Furniture,East,134.0,115,116,107.28,99.6,10,Rainy,0,97.23,Summer
2022-08-20,S002,P0006,Clothing,South,433.0,115,132,129.12,72.61,10,Rainy,0,76.92,Summer
2023-07-24,S001,P0009,Electronics,North,353.0,176,34,185.8,21.2,0,Cloudy,0,24.28,Summer
2023-05-20,S001,P0016,Groceries,West,143.0,99,123,93.8,66.73,5,Sunny,1,64.02,Autumn
2023-02-08,S001,P0003,Clothing,West,241.0,237,117,243.16,0.0,0,Sunny,1,81.76,Summer
2023-04-30,S002,P0014,Clothing,West,310.0,277,166,286.96,88.48,5,Cloudy,1,92.02,Autumn
2022-01-22,S005,P0010,Furniture,South,431.0,398,86,401.85,72.8,0,Sunny,1,72.02,Summer
2023-11-02,S004,P0010,Furniture,South,55.0,52,31,61.18,63.23,0,Cloudy,0,64.42,Winter
2022-07-20,S005,P0002,Clothing,East,245.0,69,99,67.71,59.47,20,,1,57.41,Autumn
2022-11-04,S002,P0008,Groceries,North,215.0,204,142,198.18,27.24,20,Snowy,1,27.64,Summer
2022-11-16,S005,P0015,Groceries,East,423.0,412,100,423.78,68.92,0,Cloudy,0,64.52,Winter
2023-06-12,S001,P0006,Clothing,North,440.0,427,95,427.35,97.53,5,Cloudy,0,99.28,Spring
2023-05-06,S004,P0005,Toys,East,386.0,333,149,327.1,84.38,20,Rainy,0,88.5,Summer
2023-01-07,S004,P0005,Clothing,South,294.0,258,180,262.6,97.03,15,Sunny,1,99.32,Summer
2023-10-23,S001,P0012,Clothing,North,229.0,144,167,139.96,38.42,0,Snowy,1,33.71,Spring
22/11/2022,S003,P0018,Electronics,South,154.0,113,75,117.88,99.03,10,Sunny,0,98.8,Autumn
2023-05-06,S002,P0019,Groceries,West,347.0,7,168,-0.26,25.92,0,Rainy,1,27.38,Winter
2022-07-14,S004,P0002,Clothing,West,458.0,445,59,436.75,23.54,10,,1,23.29,Spring
2022-10-12,S002,P0001,Furniture,North,315.0,81,122,79.17,39.26,0,Snowy,1,35.53,Summer
2022-02-20,S004,P0011,Clothing,West,204.0,176,160,189.08,76.59,15,Sunny,0,79.97,Spring
2023-10-26,S004,P0003,Toys,North,278.0,78,143,95.04,42.44,15,Cloudy,1,45.38,Winter
2023-09-09,S004,P0017,Furniture,North,90.0,9,193,0.33,70.53,20,Rainy,1,68.41,Spring
2022-07-06,S003,P0002,Toys,South,390.0,182,60,178.49,31.23,0,Snowy,1,32.92,Winter
2022-11-04,S005,P0020,Groceries,West,451.0,241,28,247.18,22.48,10,Cloudy,0,18.27,Winter
2023-09-12,S005,P0013,Toys,South,227.0,78,48,93.14,68.17,5,Rainy,1,72.05,Spring
2023-06-19,S001,P0012,Toys,North,81.0,0,188,17.82,22.08,0,Sunny,0,22.5,Spring
08/10/2022,S003,P0014,Furniture,East,457.0,12,43,10.81,62.75,10,Rainy,1,63.37,Autumn
2023-04-11,S004,P0011,Clothing,South,73.0,25,186,37.07,84.92,5,Cloudy,0,85.31,Autumn
2023-07-08,S002,P0020,Toys,South,145.0,49,121,48.38,83.86,5,Rainy,0,81.78,Summer
2023-11-16,S004,P0020,Electronics,South,193.0,74,96,80.24,58.08,10,Snowy,1,56.25,Spring
2023-01-09,S002,P0012,Groceries,North,265.0,261,161,264.63,47.81,20,Cloudy,1,50.1,Summer
2023-09-04,S001,P0004,Electronics,South,302.0,283,118,293.42,69.63,10,Cloudy,1,71.94,Spring
2022-04-16,S004,P0003,Clothing,South,333.0,198,99,197.78,31.46,20,Snowy,1,27.85,Autumn
2023-07-13,S003,P0009,Electronics,South,486.0,396,91,386.75,33.65,5,Sunny,1,28.97,Spring
2023-08-14,S005,P0006,Electronics,West,256.0,199,144,210.49,28.08,15,Cloudy,0,32.68,Spring
2023-08-16,S004,P0005,Toys,East,226.0,1,104,3.49,86.88,20,Sunny,1,86.98,Spring
2022-09-28,S005,P0019,Electronics,North,471.0,159,163,168.12,26.91,20,Rainy,0,23.67,Winter
2023-05-30,S004,P0006,Groceries,West,234.0,231,86,226.16,35.02,10,Cloudy,0,36.13,Autumn
2022-07-07,S001,P0017,Clothing,West,224.0,151,131,158.35,77.86,15,Cloudy,0,80.98,Summer
2023-08-10,S003,P0012,Groceries,North,191.0,36,55,48.73,46.16,10,Snowy,1,46.89,Autumn
2022-09-16,S003,P0007,Furniture,East,310.0,35,88,31.48,,0,Sunny,0,76.39,Winter
2023-11-04,S003,P0002,Clothing,West,310.0,55,148,72.42,60.91,0,Cloudy,0,65.74,Spring
2023-09-19,S005,P0006,Clothing,West,91.0,47,103,37.21,62.42,15,Snowy,0,62.39,Autumn
2023-03-13,S001,P0006,Clothing,West,,47,140,59.4,56.75,5,Rainy,0,58.39,Winter
2023-07-07,S005,P0008,Clothing,West,105.0,20,35,32.77,56.28,0,Sunny,0,58.86,Summer
2022-05-11,S002,P0019,Furniture,North,299.0,157,24,168.93,14.1,15,Rainy,1,14.57,Spring
2022-07-29,S003,P0020,Electronics,East,221.0,94,180,86.02,74.95,15,Cloudy,0,70.42,Summer
2023-08-29,S005,P0016,Toys,South,193.0,53,20,53.92,35.9,0,,1,32.2,Winter
2023-01-30,S001,P0017,,North,422.0,294,35,308.43,69.17,5,Sunny,0,73.56,Spring
2022-10-25,S001,P0007,Groceries,South,298.0,58,178,55.76,60.12,0,Sunny,1,55.65,Summer
2022-08-18,S004,P0018,Furniture,West,66.0,44,171,62.89,75.3,20,Snowy,1,70.46,Autumn
2023-02-05,S005,P0001,Clothing,North,167.0,112,133,112.3,43.42,20,Rainy,0,39.71,Summer
2023-01-22,S002,P0012,Groceries,North,145.0,76,145,92.47,10.04,20,Sunny,0,13.01,Winter
2023-03-01,S005,P0003,Groceries,North,402.0,21,161,23.85,64.77,10,Sunny,1,64.82,Winter
2022-10-17,S003,P0012,Groceries,North,453.0,266,42,269.18,28.19,0,Sunny,1,26.38,Winter
2023-08-22,S003,P0006,Groceries,East,62.0,19,59,38.5,88.22,10,Sunny,1,85.09,Winter
2022-11-01,S003,P0001,Furniture,North,457.0,8,134,15.42,63.33,0,Sunny,0,67.66,Spring
2023-07-26,S002,P0002,Electronics,South,222.0,181,54,191.33,85.28,0,Sunny,1,84.56,Summer
2023-10-12,S001,P0004,Clothing,East,121.0,119,43,135.47,66.36,10,Cloudy,0,68.71,Summer
2023-08-18,S004,P0013,Toys,East,82.0,67,152,85.36,41.89,0,Sunny,1,43.72,Summer
2023-05-09,S004,P0008,Toys,East,222.0,179,88,196.2,92.52,20,Rainy,1,92.8,Autumn
2023-10-23,S004,P0011,Electronics,North,402.0,253,143,266.33,67.71,20,Sunny,0,65.3,Autumn
2022-01-04,S002,P0004,Toys,East,289.0,11,21,26.96,58.13,0,Sunny,1,61.63,Summer
2022-07-28,S003,P0010,Toys,East,176.0,95,22,114.61,11.08,10,Rainy,0,10.73,Spring
2023-07-13,S005,P0011,Groceries,South,442.0,86,131,80.38,87.76,15,Snowy,1,91.38,Spring
2022-07-21,S004,P0001,Electronics,North,272.0,152,28,167.55,32.98,20,Snowy,1,31.44,Winter
2023-10-29,S003,P0008,Furniture,East,242.0,95,115,109.12,18.85,0,Cloudy,0,20.84,Winter
2023-06-22,S001,P0009,Toys,East,172.0,73,38,63.72,58.62,5,Sunny,0,54.14,Summer
2022-04-17,S004,P0001,Toys,South,368.0,346,159,349.89,51.57,5,Snowy,1,50.1,Autumn
2022-05-25,S002,P0011,Clothing,South,268.0,84,50,103.25,58.32,20,Rainy,1,62.3,Spring
2023-10-15,S003,P0007,Clothing,East,110.0,71,138,68.21,39.73,20,Cloudy,1,41.42,Autumn
2022-04-26,S002,P0016,Electronics,West,461.0,292,152,284.94,14.81,10,Rainy,1,12.3,Spring
2023-06-11,S003,P0010,Furniture,East,272.0,76,87,68.58,97.97,15,Cloudy,1,95.04,Autumn
2023-04-28,S003,P0016,Toys,South,290.0,77,111,83.0,10.61,20,Snowy,1,8.76,Autumn
10/07/2023,S004,P0020,Furniture,South,151.0,4,87,17.54,14.18,20,Rainy,1,13.49,Spring
2023-09-14,S002,P0009,Clothing,North,148.0,14,150,6.26,61.89,10,Sunny,1,59.39,Winter
2022-03-06,S003,P0012,Toys,West,483.0,416,87,433.38,34.13,10,Sunny,0,31.54,Spring
2023-12-16,S003,P0010,Furniture,East,369.0,215,147,216.31,98.47,0,Cloudy,0,96.44,Autumn
2022-08-31,S001,P0012,Furniture,North,425.0,295,59,300.12,17.79,20,Rainy,0,15.93,Autumn
2023-06-21,S001,P0007,Clothing,South,482.0,179,188,178.97,82.95,10,Cloudy,1,81.61,Autumn
2022-08-30,S003,P0006,Furniture,East,395.0,60,34,77.82,86.07,0,Cloudy,1,89.21,Autumn
2022-06-03,S002,P0004,Electronics,West,457.0,428,29,425.81,93.12,10,Cloudy,0,97.74,Winter
2023-08-13,S004,P0010,Furniture,South,241.0,8,35,5.76,60.59,0,Sunny,0,63.08,Summer
2023-10-06,S002,P0002,Toys,West,464.0,24,145,15.39,60.81,15,Sunny,0,63.41,Autumn
2022-03-05,S003,P0001,Furniture,West,248.0,64,185,57.39,91.23,20,Snowy,0,87.67,Spring
2023-05-18,S001,P0013,Toys,West,183.0,23,65,41.55,26.16,10,Rainy,1,23.01,Spring
2022-06-08,S002,P0005,Electronics,East,212.0,41,29,33.84,86.67,15,Cloudy,1,89.53,Summer
2023-07-14,S003,P0012,Groceries,East,495.0,344,93,347.7,75.6,15,Cloudy,1,73.08,Summer
2022-04-25,S004,P0009,Electronics,West,346.0,28,67,23.8,70.06,10,Rainy,1,67.53,Autumn
2023-02-05,S005,P0010,Groceries,East,363.0,130,34,148.03,56.24,10,Sunny,1,53.01,Summer
2023-08-10,S001,P0006,Groceries,South,349.0,29,141,33.24,12.66,5,Rainy,1,7.72,Autumn
2022-07-13,S004,P0014,Toys,North,207.0,41,59,60.41,71.14,10,Cloudy,0,72.76,Autumn
2022-09-11,S003,P0020,Groceries,East,237.0,181,110,184.75,15.31,10,Rainy,1,15.06,Spring
2022-01-05,S003,P0005,Toys,West,140.0,77,149,90.49,49.52,20,Snowy,1,54.31,Spring
2023-04-04,S004,P0011,Clothing,South,98.0,12,162,2.85,49.31,20,Sunny,1,53.79,Autumn
2023-02-21,S005,P0017,Groceries,North,349.0,86,33,80.94,50.34,20,Cloudy,0,45.54,Autumn
2022-08-07,S004,P0020,Groceries,East,432.0,176,61,173.87,65.52,10,Cloudy,0,62.43,Winter
2023-05-03,S001,P0007,Electronics,North,197.0,94,96,113.89,95.12,10,Snowy,0,95.09,Summer
2022-12-05,S004,P0016,DESCONOCIDO,North,191.0,157,72,171.1,20.62,0,Rainy,1,25.15,Summer
2022-09-13,S003,P0007,Clothing,South,57.0,26,80,27.81,60.05,20,Cloudy,0,58.41,Winter
2023-06-10,S002,P0007,Clothing,South,121.0,109,33,112.08,94.42,5,Snowy,0,97.16,Autumn
2022-04-30,S003,P0010,Furniture,South,211.0,21,88,18.53,89.97,5,Sunny,1,92.55,Winter
2023-11-29,S005,P0016,Toys,East,111.0,84,41,88.14,75.78,15,Cloudy,0,78.9,Winter
2022-06-08,S005,P0010,Toys,West,302.0,100,181,117.74,89.87,15,Cloudy,0,86.98,Spring
2023-04-07,S002,P0001,Furniture,North,471.0,45,191,51.53,96.81,20,Rainy,0,92.86,Summer
2022-09-21,S001,P0011,Electronics,North,438.0,117,39,116.59,60.99,0,Cloudy,0,57.14,Summer
2023-06-13,S004,P0006,Furniture,East,65.0,28,24,20.87,78.02,10,Cloudy,1,75.9,Autumn
2022-02-10,S004,P0020,Groceries,East,120.0,105,198,112.98,23.36,10,Sunny,1,23.97,Spring
2022-12-29,S004,P0011,Furniture,East,341.0,61,139,61.64,15.58,5,Snowy,0,13.95,Spring
2023-08-06,S005,P0014,Toys,South,-52.0,150,81,169.33,53.49,20,Sunny,1,54.92,Winter
